Date,Open,High,Low,Close,Volume
9/4/79,109.32,109.41,107.22,107.44,18527778
9/5/79,107.19,107.19,105.38,106.4,23138889
9/6/79,106.4,107.61,105.97,106.85,16850000
9/7/79,106.85,108.09,106.3,107.66,19088889
9/10/79,107.66,108.71,107.21,108.17,18322222
9/11/79,108.17,108.83,106.8,107.51,23627778
9/12/79,107.51,108.41,106.72,107.82,21861111
9/13/79,107.82,108.53,107.06,107.85,19577778
9/14/79,107.85,109.48,107.42,108.76,23322222
9/17/79,108.76,110.06,108.4,108.84,20894444
9/18/79,108.84,109,107.32,108,21527778
9/19/79,108,109.02,107.52,108.28,19650000
9/20/79,108.28,110.69,107.59,110.51,25055556
9/21/79,110.51,111.58,109.46,110.47,29100000
9/24/79,110.47,110.9,109.16,109.61,18772222
9/25/79,109.61,110.19,108.27,109.68,18005556
9/26/79,109.68,111.25,109.37,109.96,20944444
9/27/79,109.96,110.75,109.19,110.21,18394444
9/28/79,110.21,110.67,108.7,109.32,19972222
10/1/79,109.19,109.19,107.7,108.56,13877778
10/2/79,108.56,110.08,108.03,109.59,21283333
10/3/79,109.59,110.43,108.88,109.59,20261111
10/4/79,109.59,110.81,109.14,110.17,21555556
10/5/79,110.17,112.16,110.16,111.27,26805556
10/8/79,111.27,111.83,109.65,109.88,18116667
10/9/79,109.43,109.43,106.04,106.63,30866667
10/10/79,106.23,106.23,102.31,105.3,45344444
10/11/79,105.3,106.33,103.7,105.05,26405556
10/12/79,105.05,106.2,104.01,104.49,20216667
10/15/79,104.49,104.74,102.69,103.36,19361111
10/16/79,103.36,104.37,102.52,103.19,18761111
10/17/79,103.19,104.54,102.74,103.39,16472222
10/18/79,103.39,104.62,102.92,103.61,16438889
10/19/79,103.58,103.58,101.24,101.6,23572222
10/22/79,101.38,101.38,99.06,100.71,25133333
10/23/79,100.71,101.44,99.61,100.28,18283333
10/24/79,100.28,101.45,99.66,100.44,17488889
10/25/79,100.44,101.39,99.56,100,15800000
10/26/79,100,101.31,99.59,100.57,16477778
10/29/79,100.57,101.56,100.13,100.71,12622222
10/30/79,100.71,102.83,100.41,102.67,16050000
10/31/79,102.67,103.16,101.38,101.82,15433333
11/1/79,101.82,103.07,101.1,102.57,14377778
11/2/79,102.57,103.21,101.92,102.51,13150000
11/5/79,102.51,102.66,101.24,101.82,11372222
11/6/79,101.82,102.01,100.77,101.2,12200000
11/7/79,100.97,100.97,99.42,99.87,17127778
11/8/79,99.87,101,99.49,100.3,14594444
11/9/79,100.58,102.18,100.58,101.51,16700000
11/12/79,101.51,103.72,101.27,103.51,14800000
11/13/79,103.51,104.21,102.42,102.94,16244444
11/14/79,102.94,104.13,101.91,103.39,17205556
11/15/79,103.39,104.94,103.1,104.13,17988889
11/16/79,104.13,104.72,103.07,103.79,16700000
11/19/79,103.79,105.08,103.17,104.23,18383333
11/20/79,104.23,105.11,103.14,103.69,19450000
11/21/79,103.69,104.23,102.04,103.89,20566667
11/23/79,103.89,105.13,103.56,104.67,12944444
11/26/79,104.83,107.44,104.83,106.8,26633333
11/27/79,106.8,107.89,105.64,106.38,25077778
11/28/79,106.38,107.55,105.29,106.77,22050000
11/29/79,106.77,107.84,106.17,106.81,18638889
11/30/79,106.81,107.16,105.56,106.16,16933333
12/3/79,106.16,106.65,105.07,105.83,16127778
12/4/79,105.83,107.25,105.66,106.79,18616667
12/5/79,106.79,108.36,106.6,107.25,21833333
12/6/79,107.25,108.47,106.71,108,20838889
12/7/79,108,109.24,106.55,107.52,23538889
12/10/79,107.52,108.27,106.65,107.67,17927778
12/11/79,107.67,108.58,106.79,107.49,20088889
12/12/79,107.49,108.32,106.78,107.52,19238889
12/13/79,107.52,108.29,106.68,107.67,20383333
12/14/79,107.67,109.49,107.37,108.92,23222222
12/17/79,108.92,110.33,108.36,109.33,24350000
12/18/79,109.33,109.83,107.83,108.3,24061111
12/19/79,108.3,108.79,107.02,108.2,23211111
12/20/79,108.2,109.24,107.4,108.26,22433333
12/21/79,108.26,108.76,106.99,107.59,20088889
12/24/79,107.59,108.08,106.8,107.66,10638889
12/26/79,107.66,108.37,107.06,107.78,13866667
12/27/79,107.78,108.5,107.14,107.96,17450000
12/28/79,107.96,108.61,107.16,107.84,19127778
12/31/79,107.84,108.53,107.26,107.94,17516667
1/2/80,107.94,108.43,105.29,105.76,22561111
1/3/80,105.76,106.08,103.26,105.22,28044444
1/4/80,105.22,107.08,105.09,106.52,21738889
1/7/80,106.52,107.8,105.8,106.81,24722222
1/8/80,106.81,109.29,106.29,108.95,29661111
1/9/80,108.95,111.09,108.41,109.05,36255556
1/10/80,109.05,110.86,108.47,109.89,31100000
1/11/80,109.89,111.16,108.89,109.92,29383333
1/14/80,109.92,111.44,109.34,110.38,29405556
1/15/80,110.38,111.93,109.45,111.14,29066667
1/16/80,111.14,112.9,110.38,111.05,37611111
1/17/80,111.05,112.01,109.81,110.7,30094444
1/18/80,110.7,111.74,109.88,111.07,26194444
1/21/80,111.07,112.9,110.66,112.1,26688889
1/22/80,112.1,113.1,110.92,111.51,28122222
1/23/80,111.51,113.93,110.93,113.44,28183333
1/24/80,113.44,115.27,112.95,113.7,32816667
1/25/80,113.7,114.45,112.36,113.61,26166667
1/28/80,113.61,115.65,112.93,114.85,29788889
1/29/80,114.85,115.77,113.03,114.07,30822222
1/30/80,114.07,115.85,113.37,115.2,28427778
1/31/80,115.2,117.17,113.78,114.16,36611111
2/1/80,114.16,115.54,113.13,115.12,25894444
2/4/80,115.12,116.01,113.83,114.37,23927778
2/5/80,114.37,115.25,112.15,114.66,23266667
2/6/80,114.66,116.57,113.65,115.72,28861111
2/7/80,115.72,117.87,115.22,116.28,32050000
2/8/80,116.28,118.66,115.72,117.95,32144444
2/11/80,117.95,119.05,116.31,117.12,32588889
2/12/80,117.12,118.41,115.75,117.9,26716667
2/13/80,117.9,120.22,117.57,118.44,36238889
2/14/80,118.44,119.3,116.04,116.72,28077778
2/15/80,116.7,116.7,114.12,115.41,25933333
2/19/80,115.41,115.67,113.35,114.6,21933333
2/20/80,114.6,117.18,114.06,116.47,24633333
2/21/80,116.47,117.9,114.44,115.28,28627778
2/22/80,115.28,116.46,113.43,115.04,26783333
2/25/80,114.93,114.93,112.62,113.33,21744444
2/26/80,113.33,114.76,112.3,113.98,22222222
2/27/80,113.98,115.12,111.91,112.38,25794444
2/28/80,112.38,113.7,111.33,112.35,22405556
2/29/80,112.35,114.12,111.77,113.66,21561111
3/3/80,113.66,114.34,112.01,112.5,21494444
3/4/80,112.5,113.41,110.83,112.78,24616667
3/5/80,112.78,113.94,110.58,111.13,27355556
3/6/80,111.13,111.29,107.85,108.65,27561111
3/7/80,108.65,108.96,105.99,106.9,28305556
3/10/80,106.9,107.86,104.92,106.51,24305556
3/11/80,106.51,108.54,106.18,107.78,22972222
3/12/80,107.78,108.4,105.42,106.87,21105556
3/13/80,106.87,107.55,105.1,105.62,18372222
3/14/80,105.62,106.49,104.01,105.43,19544444
3/17/80,105.23,105.23,101.82,102.26,20566667
3/18/80,102.26,104.71,101.14,104.1,26300000
3/19/80,104.1,105.72,103.35,104.31,20288889
3/20/80,104.31,105.17,102.52,103.12,18100000
3/21/80,103.12,103.73,101.55,102.31,17900000
3/24/80,102.18,102.18,98.88,99.28,21794444
3/25/80,99.28,100.58,97.89,99.19,24327778
3/26/80,99.19,101.22,98.1,98.68,20761111
3/27/80,98.68,99.58,94.23,98.22,35377778
3/28/80,98.22,101.43,97.72,100.68,25955556
3/31/80,100.68,102.65,100.02,102.09,19911111
4/1/80,102.09,103.28,100.85,102.18,17905556
4/2/80,102.18,103.87,101.45,102.68,19561111
4/3/80,102.68,103.34,101.31,102.15,15538889
4/7/80,102.15,102.27,99.73,100.19,16183333
4/8/80,100.19,101.88,99.23,101.2,17611111
4/9/80,101.2,103.6,101.01,103.11,18344444
4/10/80,103.11,105,102.81,104.08,18855556
4/11/80,104.08,105.15,103.2,103.79,16644444
4/14/80,103.79,103.92,102.08,102.84,12811111
4/15/80,102.84,103.94,101.85,102.63,14816667
4/16/80,102.63,104.42,101.13,101.54,22072222
4/17/80,101.54,102.21,100.12,101.05,18205556
4/18/80,101.05,102.07,99.97,100.55,14933333
4/21/80,100.55,101.26,98.95,99.8,15311111
4/22/80,100.81,104.02,100.81,103.43,26622222
4/23/80,103.43,105.11,102.81,103.73,23677778
4/24/80,103.73,105.43,102.93,104.4,19883333
4/25/80,104.4,105.57,103.02,105.16,15883333
4/28/80,105.16,106.79,104.64,105.64,17000000
4/29/80,105.64,106.7,104.86,105.86,15522222
4/30/80,105.86,106.72,104.5,106.29,17138889
5/1/80,106.29,106.86,104.72,105.46,18044444
5/2/80,105.46,106.25,104.61,105.58,15577778
5/5/80,105.58,106.83,104.64,106.38,18938889
5/6/80,106.38,107.83,105.36,106.25,22311111
5/7/80,106.25,108.12,105.83,107.18,23666667
5/8/80,107.18,108.02,105.5,106.13,21822222
5/9/80,106.13,106.2,104.18,104.72,16822222
5/12/80,104.72,105.48,103.5,104.78,15677778
5/13/80,104.78,106.76,104.44,106.3,19700000
5/14/80,106.3,107.89,106,106.85,22688889
5/15/80,106.85,107.99,106.07,106.99,22844444
5/16/80,106.99,107.89,106.25,107.35,17616667
5/19/80,107.35,108.43,106.51,107.67,17205556
5/20/80,107.67,108.39,106.75,107.62,17666667
5/21/80,107.62,108.31,106.54,107.72,19350000
5/22/80,107.72,109.73,107.34,109.01,22800000
5/23/80,109.01,111.37,109.01,110.62,25438889
5/27/80,110.62,112.3,110.35,111.4,22672222
5/28/80,111.4,112.72,110.42,112.06,21433333
5/29/80,112.06,112.64,109.86,110.27,23333333
5/30/80,110.27,111.55,108.87,111.24,19344444
6/2/80,111.24,112.15,110.06,110.76,18172222
6/3/80,110.76,111.63,109.77,110.51,18416667
6/4/80,110.51,113.45,110.22,112.61,24544444
6/5/80,112.61,114.38,111.89,112.78,27261111
6/6/80,112.78,114.01,112.11,113.2,20683333
6/9/80,113.2,114.51,112.68,113.71,20455556
6/10/80,113.71,115.5,113.17,114.66,23350000
6/11/80,114.66,116.64,114.22,116.02,24333333
6/12/80,116.02,117.01,114.28,115.52,26277778
6/13/80,115.52,116.94,114.67,115.81,23266667
6/16/80,115.81,116.8,114.78,116.09,20105556
6/17/80,116.09,117.16,115.13,116.03,23327778
6/18/80,116.03,116.84,114.77,116.26,23311111
6/19/80,116.26,116.81,114.36,114.66,21266667
6/20/80,114.66,114.9,113.12,114.06,20294444
6/23/80,114.06,115.28,113.35,114.51,18988889
6/24/80,114.51,115.75,113.76,115.14,20961111
6/25/80,115.14,117.37,115.07,116.72,25833333
6/26/80,116.72,117.98,115.58,116.19,25061111
6/27/80,116.19,116.93,115.06,116,18394444
6/30/80,116,116.04,113.55,114.24,16616667
7/1/80,114.24,115.45,113.54,114.93,19077778
7/2/80,114.93,116.44,114.36,115.68,23861111
7/3/80,115.68,117.8,115.49,117.46,26238889
7/7/80,117.46,118.85,116.96,118.29,23633333
7/8/80,118.29,119.11,117.07,117.84,25461111
7/9/80,117.84,119.52,117.1,117.98,28894444
7/10/80,117.98,118.57,116.38,116.95,24294444
7/11/80,116.95,118.38,116.29,117.84,21283333
7/14/80,117.84,120.37,117.45,120.01,25277778
7/15/80,120.01,121.56,118.85,119.3,33844444
7/16/80,119.3,120.87,118.54,119.63,27300000
7/17/80,119.63,121.84,119.43,121.44,27138889
7/18/80,121.44,123.19,120.88,122.04,32244444
7/21/80,122.04,123.15,120.85,122.51,23750000
7/22/80,122.51,123.9,121.38,122.19,29016667
7/23/80,122.19,123.26,120.93,121.93,25494444
7/24/80,121.93,122.98,120.83,121.79,23566667
7/25/80,121.79,121.96,119.94,120.78,20138889
7/28/80,120.78,122.02,119.78,121.43,19627778
7/29/80,121.43,122.99,120.76,122.4,24911111
7/30/80,122.4,123.93,121.16,122.23,32255556
7/31/80,122.23,122.34,119.4,121.67,30338889
8/1/80,121.67,122.38,120.08,121.21,25800000
8/4/80,121.21,121.63,119.42,120.98,23083333
8/5/80,120.98,122.09,119.96,120.74,25283333
8/6/80,120.74,122.01,119.94,121.55,25027778
8/7/80,121.66,123.84,121.66,123.3,34344444
8/8/80,123.3,125.23,122.82,123.61,32700000
8/11/80,123.61,125.31,122.85,124.78,24827778
8/12/80,124.78,125.78,123.29,123.79,28916667
8/13/80,123.79,124.67,122.49,123.28,24638889
8/14/80,123.28,125.62,122.68,125.25,26500000
8/15/80,125.25,126.61,124.57,125.72,26544444
8/18/80,125.28,125.28,122.82,123.39,23272222
8/19/80,123.39,124,121.97,122.6,23294444
8/20/80,122.6,124.27,121.91,123.77,23644444
8/21/80,123.77,125.99,123.61,125.46,28205556
8/22/80,125.46,127.78,125.18,126.02,32338889
8/25/80,126.02,126.28,124.65,125.16,19666667
8/26/80,125.16,126.29,124.01,124.84,23166667
8/27/80,124.84,124.98,122.93,123.52,24444444
8/28/80,123.52,123.91,121.61,122.08,22161111
8/29/80,122.08,123.01,121.06,122.38,18616667
9/2/80,122.38,124.36,121.79,123.74,19605556
9/3/80,123.87,126.43,123.87,126.12,29094444
9/4/80,126.12,127.7,124.42,125.42,32794444
9/5/80,125.42,126.12,124.08,124.88,21105556
9/8/80,124.88,125.67,122.78,123.31,23361111
9/9/80,123.31,124.52,121.94,124.07,24700000
9/10/80,124.07,125.95,123.6,124.81,28572222
9/11/80,124.81,126.48,124.19,125.66,24872222
9/12/80,125.66,126.75,124.72,125.54,26211111
9/15/80,125.54,126.35,124.09,125.67,24794444
9/16/80,125.67,127.78,125.15,126.74,31827778
9/17/80,126.74,129.68,126.37,128.87,35550000
9/18/80,128.87,130.38,127.63,128.4,35216667
9/19/80,128.4,130.33,127.57,129.25,29877778
9/22/80,129.25,130.99,127.89,130.4,29522222
9/23/80,130.4,132.17,128.55,129.43,35772222
9/24/80,129.43,131.34,128.45,130.37,31588889
9/25/80,130.37,131.53,128.13,128.72,27505556
9/26/80,128.17,128.17,125.29,126.35,27477778
9/29/80,125.41,125.41,122.87,123.54,25783333
9/30/80,123.54,126.09,123.54,125.46,22383333
10/1/80,125.46,127.88,124.66,127.13,27066667
10/2/80,127.13,128.82,126.04,128.09,25644444
10/3/80,128.09,130.44,127.65,129.33,26394444
10/6/80,129.35,132.38,129.35,131.73,27850000
10/7/80,131.73,132.88,130.1,131,27950000
10/8/80,131,132.78,130.28,131.65,25877778
10/9/80,131.65,132.65,130.25,131.04,24433333
10/10/80,131.04,132.15,129.58,130.29,24466667
10/13/80,130.29,132.46,129.37,132.03,17422222
10/14/80,132.03,133.57,131.16,132.02,27127778
10/15/80,132.02,134.35,131.59,133.7,26811111
10/16/80,133.7,135.88,131.64,132.22,36361111
10/17/80,132.22,133.07,130.22,131.52,24400000
10/20/80,131.52,133.21,130.04,132.61,22727778
10/21/80,132.61,134.01,130.78,131.84,28455556
10/22/80,131.84,132.97,130.62,131.92,23922222
10/23/80,131.92,132.54,128.87,129.53,27333333
10/24/80,129.53,130.55,128.04,129.85,22805556
10/27/80,129.85,129.94,127.34,127.88,19127778
10/28/80,127.88,128.86,126.36,128.05,22388889
10/29/80,128.05,129.91,127.07,127.91,20666667
10/30/80,127.91,128.71,125.78,126.29,21700000
10/31/80,126.29,128.24,125.29,127.47,22283333
11/3/80,127.47,129.85,127.23,129.04,19900000
11/5/80,130.77,135.65,130.77,131.33,46711111
11/6/80,131.3,131.3,128.23,128.91,27161111
11/7/80,128.91,130.08,127.74,129.18,22261111
11/10/80,129.18,130.51,128.19,129.48,19844444
11/11/80,129.48,132.3,129.48,131.26,23066667
11/12/80,131.33,135.12,131.33,134.59,32500000
11/13/80,134.59,137.21,134.12,136.49,38522222
11/14/80,136.49,138.96,135.12,137.15,39794444
11/17/80,137.15,138.46,134.9,137.75,27922222
11/18/80,137.91,140.92,137.91,139.7,39100000
11/19/80,139.7,141.76,138.06,139.06,38461111
11/20/80,139.06,141.24,137.79,140.4,33433333
11/21/80,140.4,141.24,138.1,139.11,31083333
11/24/80,139.11,139.36,136.36,138.31,28400000
11/25/80,138.31,140.83,137.42,139.33,31022222
11/26/80,139.33,141.96,138.6,140.17,30744444
11/28/80,140.17,141.54,139,140.52,19022222
12/1/80,140.52,140.66,136.75,137.21,26766667
12/2/80,137.21,138.11,134.37,136.97,29077778
12/3/80,136.97,138.09,135.43,136.71,24127778
12/4/80,136.71,138.4,135.09,136.48,28427778
12/5/80,136.37,136.37,132.91,134.03,28883333
12/8/80,133.19,133.19,129.71,130.61,29661111
12/9/80,130.61,131.92,128.77,130.48,29566667
12/10/80,130.48,131.99,127.94,128.26,27700000
12/11/80,128.26,128.73,125.32,127.36,33455556
12/12/80,127.36,129.98,127.15,129.23,21961111
12/15/80,129.23,131.33,128.64,129.45,22055556
12/16/80,129.45,131.22,128.33,130.6,23127778
12/17/80,130.6,133.59,130.22,132.89,28222222
12/18/80,132.89,135.9,131.89,133,38650000
12/19/80,133,134,131.8,133.7,28205556
12/22/80,133.7,136.68,132.88,135.78,28861111
12/23/80,135.78,137.48,134.01,135.3,30700000
12/24/80,135.3,136.55,134.15,135.88,16383333
12/26/80,135.88,137.02,135.2,136.57,8961111
12/29/80,136.57,137.51,134.36,135.03,20033333
12/30/80,135.03,136.51,134.04,135.33,22083333
12/31/80,135.33,136.76,134.29,135.76,22894444
1/2/81,135.76,137.1,134.61,136.34,16038889
1/5/81,136.34,139.24,135.86,137.97,32616667
1/6/81,137.97,140.32,135.78,138.12,37444444
1/7/81,136.02,136.02,132.3,135.08,51605556
1/8/81,135.08,136.1,131.96,133.06,30750000
1/9/81,133.06,134.76,131.71,133.48,27883333
1/12/81,133.48,135.88,132.79,133.52,27088889
1/13/81,133.52,134.27,131.69,133.29,22716667
1/14/81,133.29,135.25,132.65,133.47,22994444
1/15/81,133.47,135.15,132.44,134.22,22022222
1/16/81,134.22,135.91,133.35,134.77,24033333
1/19/81,134.77,135.86,133.51,134.37,20261111
1/20/81,134.37,135.3,131.26,131.65,23194444
1/21/81,131.65,132.48,129.93,131.36,21772222
1/22/81,131.36,132.08,129.23,130.26,22155556
1/23/81,130.26,131.34,129,130.23,20677778
1/26/81,130.23,131.18,128.57,129.84,19655556
1/27/81,129.84,131.95,129.32,131.12,23477778
1/28/81,131.12,132.41,129.82,130.34,20383333
1/29/81,130.34,131.78,128.97,130.24,21205556
1/30/81,130.24,131.65,128.61,129.55,22866667
2/2/81,129.48,129.48,125.82,126.91,24483333
2/3/81,126.91,128.92,125.89,128.46,25527778
2/4/81,128.46,129.71,127.29,128.59,25288889
2/5/81,128.59,130.49,127.99,129.63,25177778
2/6/81,129.63,131.81,129.03,130.6,25455556
2/9/81,130.6,131.39,128.61,129.27,21294444
2/10/81,129.27,130.19,128.05,129.24,22677778
2/11/81,129.24,129.92,127.6,128.24,20983333
2/12/81,128.24,128.95,126.78,127.48,19277778
2/13/81,127.48,128.34,126.04,126.98,18533333
2/17/81,126.98,128.75,126.43,127.81,21077778
2/18/81,127.81,129.25,127.09,128.48,22450000
2/19/81,128.48,129.07,125.98,126.61,23127778
2/20/81,126.61,127.65,124.66,126.58,23277778
2/23/81,126.58,128.28,125.69,127.35,21994444
2/24/81,127.35,128.76,126.49,127.39,24422222
2/25/81,127.39,129.21,125.77,128.52,25394444
2/26/81,128.52,130.93,128.02,130.1,33500000
2/27/81,130.1,132.02,129.35,131.27,29561111
3/2/81,131.27,132.96,130.15,132.01,26505556
3/3/81,132.01,132.72,129.66,130.56,27072222
3/4/81,130.56,132.07,129.57,130.86,26255556
3/5/81,130.86,131.82,129.25,129.93,25211111
3/6/81,129.93,131.18,128.56,129.85,24411111
3/9/81,129.85,131.94,129.39,131.12,25655556
3/10/81,131.12,132.64,129.72,130.46,31450000
3/11/81,130.46,131.2,128.72,129.95,26327778
3/12/81,129.95,133.56,129.76,133.19,30355556
3/13/81,133.19,135.53,132.39,133.11,37938889
3/16/81,133.11,135.35,132.1,134.68,27744444
3/17/81,134.68,136.09,132.8,133.92,36622222
3/18/81,133.92,135.66,132.8,134.22,30966667
3/19/81,134.22,135.37,132.37,133.46,34688889
3/20/81,133.46,135.29,132.5,134.08,34433333
3/23/81,134.08,136.5,133.41,135.69,32155556
3/24/81,135.69,137.4,134.1,134.67,36888889
3/25/81,134.67,137.32,133.92,137.11,31288889
3/26/81,137.11,138.38,135.29,136.27,33538889
3/27/81,136.27,136.89,133.91,134.65,26072222
3/30/81,134.65,135.87,133.51,134.28,18611111
3/31/81,134.68,137.15,134.68,136,28322222
4/1/81,136,137.56,135.04,136.57,30488889
4/2/81,136.57,137.72,135.16,136.32,29205556
4/3/81,136.32,137.04,134.67,135.49,27044444
4/6/81,135.49,135.61,132.91,133.93,23994444
4/7/81,133.93,135.27,132.96,133.91,24744444
4/8/81,133.91,135.34,133.26,134.31,26666667
4/9/81,134.31,135.8,132.59,134.67,33066667
4/10/81,134.67,136.23,133.18,134.51,32294444
4/13/81,134.51,134.91,132.24,133.15,27700000
4/14/81,133.15,134.03,131.58,132.68,26861111
4/15/81,132.68,134.79,132.2,134.17,31133333
4/16/81,134.17,135.82,133.43,134.7,29416667
4/20/81,134.7,136.25,133.19,135.45,28344444
4/21/81,135.45,136.38,133.49,134.23,33488889
4/22/81,134.23,135.54,132.72,134.14,33700000
4/23/81,134.14,135.9,132.9,133.94,35666667
4/24/81,133.94,136,132.88,135.14,33333333
4/27/81,135.14,136.56,134.13,135.48,28377778
4/28/81,135.48,136.09,133.1,134.33,32338889
4/29/81,134.33,134.69,131.82,133.05,29633333
4/30/81,133.05,134.44,131.85,132.81,26650000
5/1/81,132.81,134.17,131.43,132.72,26866667
5/4/81,131.78,131.78,129.61,130.67,22461111
5/5/81,130.67,131.33,128.93,130.32,27222222
5/6/81,130.32,132.38,130.09,130.78,26166667
5/7/81,130.78,132.41,130.21,131.67,23661111
5/8/81,131.67,132.69,130.84,131.66,23255556
5/11/81,131.66,132.23,129.11,129.71,20911111
5/12/81,129.71,131.17,128.78,130.72,22466667
5/13/81,130.72,131.96,129.53,130.55,23666667
5/14/81,130.55,132.15,129.91,131.28,23750000
5/15/81,131.28,133.21,130.75,132.17,25255556
5/18/81,132.17,133.65,131.49,132.54,23616667
5/19/81,132.54,133.22,130.78,132.09,23455556
5/20/81,132.09,133.03,130.59,132,23538889
5/21/81,132,133.03,130.7,131.75,26011111
5/22/81,131.75,132.65,130.42,131.33,22616667
5/26/81,131.33,133.3,130.64,132.77,23755556
5/27/81,132.77,134.65,131.85,133.77,32627778
5/28/81,133.77,134.92,132,133.45,33055556
5/29/81,133.45,134.36,131.52,132.59,28655556
6/1/81,132.59,134.62,131.49,132.41,34538889
6/2/81,132.41,132.96,129.84,130.62,29961111
6/3/81,130.62,131.37,128.77,130.71,30388889
6/4/81,130.71,132.21,129.72,130.96,27188889
6/5/81,130.96,132.98,130.17,132.22,26211111
6/8/81,132.22,133.68,131.29,132.24,23100000
6/9/81,132.24,133.3,130.94,131.97,24777778
6/10/81,131.97,133.49,131.04,132.32,29555556
6/11/81,132.32,134.31,131.58,133.75,33072222
6/12/81,133.75,135.09,132.4,133.49,33772222
6/15/81,133.49,135.67,132.78,133.61,35194444
6/16/81,133.61,134,131.29,132.15,32100000
6/17/81,132.15,133.98,130.81,133.32,30816667
6/18/81,133.32,133.98,130.94,131.64,26888889
6/19/81,131.64,133.27,130.49,132.27,25794444
6/22/81,132.27,133.54,131.1,131.95,23216667
6/23/81,131.95,133.98,131.16,133.35,28800000
6/24/81,133.35,133.9,131.65,132.66,25916667
6/25/81,132.66,134.3,131.78,132.81,24400000
6/26/81,132.81,133.75,131.71,132.56,21800000
6/29/81,132.56,133.5,131.2,131.89,21072222
6/30/81,131.89,132.67,130.31,131.21,23083333
7/1/81,131.21,131.69,129.04,129.77,27266667
7/2/81,129.77,130.48,127.84,128.64,25055556
7/6/81,128.64,128.99,126.44,127.37,24772222
7/7/81,127.37,129.6,126.39,128.24,29755556
7/8/81,128.24,129.57,126.95,128.32,25555556
7/9/81,128.32,130.08,127.57,129.3,25283333
7/10/81,129.3,130.43,128.38,129.37,22194444
7/13/81,129.37,130.82,128.79,129.64,21166667
7/14/81,129.64,130.78,128.14,129.65,25127778
7/15/81,129.65,131.59,128.89,130.23,27194444
7/16/81,130.23,131.41,129.3,130.34,21672222
7/17/81,130.34,131.6,129.49,130.76,23766667
7/20/81,130.6,130.6,127.98,128.72,22355556
7/21/81,128.72,129.6,127.08,128.34,26266667
7/22/81,128.34,129.72,126.7,127.13,26388889
7/23/81,127.13,128.26,125.96,127.4,23216667
7/24/81,127.4,129.31,127.11,128.46,21600000
7/27/81,128.46,130.61,128.43,129.9,22005556
7/28/81,129.9,130.44,128.28,129.14,21200000
7/29/81,129.14,130.09,128.37,129.16,20894444
7/30/81,129.16,130.68,128.56,130.01,23088889
7/31/81,130.01,131.78,129.6,130.92,24155556
8/3/81,130.92,131.74,129.42,130.48,22027778
8/4/81,130.48,131.66,129.43,131.18,21922222
8/5/81,131.18,133.39,130.76,132.67,30161111
8/6/81,132.67,134.04,131.74,132.64,28927778
8/7/81,132.64,133.04,130.96,131.75,21316667
8/10/81,131.75,133.32,130.83,132.54,21316667
8/11/81,132.54,134.63,132.09,133.85,29222222
8/12/81,133.85,135.18,132.73,133.4,29805556
8/13/81,133.4,134.58,132.53,133.51,23588889
8/14/81,133.51,134.33,131.91,132.49,23655556
8/17/81,132.49,133.02,130.75,131.22,22688889
8/18/81,131.22,131.73,129.1,130.11,26261111
8/19/81,130.11,131.2,128.99,130.49,21883333
8/20/81,130.49,131.74,129.84,130.69,21261111
8/21/81,130.69,131.06,128.7,129.23,20927778
8/24/81,128.59,128.59,125.02,125.5,25972222
8/25/81,125.5,125.77,123,125.13,30333333
8/26/81,125.13,126.17,123.99,124.96,22211111
8/27/81,124.96,125.31,122.9,123.51,24388889
8/28/81,123.51,125.09,122.85,124.08,21122222
8/31/81,124.08,125.58,122.29,122.79,22422222
9/1/81,122.79,123.92,121.59,123.02,25061111
9/2/81,123.02,124.58,122.54,123.49,20872222
9/3/81,123.49,124.16,120.82,121.24,23183333
9/4/81,121.24,121.54,119.24,120.07,23755556
9/8/81,120.07,120.12,116.85,117.98,26300000
9/9/81,117.98,119.49,116.87,118.4,24394444
9/10/81,118.4,122.18,118.33,120.14,26350000
9/11/81,120.14,122.13,119.29,121.61,23427778
9/14/81,121.61,122,119.67,120.66,18911111
9/15/81,120.66,121.77,119.27,119.77,21433333
9/16/81,119.77,120,117.89,118.87,24255556
9/17/81,118.87,119.87,116.63,117.15,26833333
9/18/81,117.15,117.69,115.18,116.26,26305556
9/21/81,116.26,118.07,115.04,117.24,24761111
9/22/81,117.24,118.19,115.93,116.68,26016667
9/23/81,116.68,116.68,113.6,115.65,29277778
9/24/81,115.65,117.47,114.32,115.01,27155556
9/25/81,114.69,114.69,111.64,112.77,30216667
9/28/81,112.77,115.83,110.19,115.53,34066667
9/29/81,115.53,117.75,114.75,115.94,27666667
9/30/81,115.94,117.05,114.6,116.18,22611111
10/1/81,116.18,117.66,115,117.08,23111111
10/2/81,117.08,120.16,117.07,119.36,30300000
10/5/81,119.36,121.54,118.61,119.51,28494444
10/6/81,119.51,121.39,118.08,119.39,25255556
10/7/81,119.39,121.87,119.09,121.31,27794444
10/8/81,121.31,123.08,120.23,122.31,26161111
10/9/81,122.31,123.28,120.63,121.45,27811111
10/12/81,121.45,122.37,120.17,121.21,16683333
10/13/81,121.21,122.37,119.96,120.78,24088889
10/14/81,120.78,120.97,118.38,118.8,22366667
10/15/81,118.8,120.58,118.01,119.71,23794444
10/16/81,119.71,120.46,118.38,119.19,21000000
10/19/81,119.19,119.85,117.58,118.98,23105556
10/20/81,118.98,121.29,118.78,120.28,28627778
10/21/81,120.28,121.94,119.35,120.1,26938889
